gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
MGAT1,4318.8636958700345,0.0200745371969913,0.10917311638332948,0.6367338533337218,0.9151261367494189
NOP53-AS1,57.98024699990722,-0.016155353864443087,0.11202362791041538,0.6367370824992906,0.9151261367494189
LINC01192,30.022852285087367,-0.008937718786493323,0.11510390433917897,0.6368076235347322,0.9151261367494189
ANKHD1,320.06864698754384,-0.018283631102951014,0.11044523659314857,0.636838609697221,0.9151261367494189
UBE2NL,9.579248727535202,-0.008571973410864839,0.11519778085364092,0.6368858844724201,0.9151261367494189
PSAP,14761.887569504128,0.01679299407096098,0.11054105851673693,0.6369268556571591,0.9151261367494189
SNX17,5661.425561273849,0.013950971897119028,0.11256084787435611,0.6369778072917986,0.9151261367494189
RMDN2,70.17132938814889,0.01426876446137708,0.1131932561739327,0.6370399399774997,0.9151261367494189
ZNF653,215.94378133051387,0.01830315024766348,0.11063091377848673,0.6370668921584516,0.9151261367494189
LOC102724560,47.02889252198471,-0.01419068643571663,0.11312468840942874,0.6371586114928247,0.9151261367494189
POFUT4,2223.731553713525,-0.01986576770612882,0.10900125383916415,0.6371686320249974,0.9151261367494189
OTUB2,82.25044163608611,-0.014804210824490327,0.1127913927835833,0.6371687461904929,0.9151261367494189
TEPSIN,522.0277229840563,-0.02233752778648089,0.10585492384920679,0.63722134845834,0.9151261367494189
SOS1,1829.1678425718007,-0.016517674976219022,0.11200124219834134,0.6372829528350251,0.9151261367494189
CELF5,149.7972236105882,0.019906538671965842,0.10919814538568233,0.6373583558863603,0.9151261367494189
LOC101928401,31.41255258570108,-0.008970412898231748,0.11508888466342863,0.6373909459572896,0.9151261367494189
THAP9,314.468295291009,-0.013237421450725153,0.11355208154441199,0.6374556560181326,0.9151261367494189
OR8G5,64.2087971055361,0.01354653714921073,0.11352050101603248,0.6374579518005306,0.9151261367494189
MBNL1-AS1,137.26051492759754,-0.017198524516450736,0.11125633677153109,0.6375151989033103,0.9151261367494189
FGF12,35.45037641988739,0.014680741168109815,0.11294338094180323,0.6375266702221177,0.9151261367494189
FAM151B-DT,66.99366365219957,0.016283298425831625,0.11201917889577459,0.637559534232145,0.9151261367494189
PKN2,2704.8817141853906,-0.012363486072359677,0.11395111715910076,0.6376704937733773,0.9151494752570518
SPEF1,64.39560247448263,0.011063760749177474,0.1145150204573117,0.6377050241795809,0.9151494752570518
UCP1,16.22004556127928,0.008603612668963121,0.11522083001113184,0.6377330001075538,0.9151494752570518
SLC25A35,430.2824709307811,-0.023105591574134908,0.10461447285557712,0.6378361075617898,0.9151873777064625
SMC1B,338.3436244925488,-0.01429784993032067,0.11306410808914373,0.6380099898846381,0.9151873777064625
PPP2R5E,2870.174015565202,-0.018574018642570668,0.10626589000611611,0.6380242927934323,0.9151873777064625
EEF1B2P2,20.87527359730967,0.009177598496457818,0.11507307511763216,0.6380938904797983,0.9151873777064625
SLC25A21,135.6671317962153,0.01714488387222652,0.11144638105821839,0.6381170469010536,0.9151873777064625
SESN3,1260.6119919494088,-0.01855202959249478,0.10982520862225961,0.6381181851334573,0.9151873777064625
PDS5B,779.2624203788272,-0.01578144708935419,0.11224589240131132,0.6381262424605814,0.9151873777064625
ABCB10,1782.9283471622755,-0.02153980662214223,0.10649680347096747,0.6381923801888427,0.9152070723943134
TMA16,1581.945378890384,0.020873571658701368,0.10811310891256037,0.638267279468506,0.9152114036613931
GMNN,2698.8975080743953,0.022854724548814393,0.10544843998379422,0.6383063639998604,0.9152114036613931
FBXL3,1183.6523371055528,-0.015065285222946357,0.11259456872063041,0.6383800617283106,0.9152114036613931
FDPS,9655.905842297474,0.017822718719703545,0.110935479007479,0.6384050228700808,0.9152114036613931
RELL1,575.431870746443,0.023717646817622236,0.10382623545803253,0.6385033795414587,0.9152772732752226
VMA21,1976.8985703671335,0.024702266352946547,0.10246229007554285,0.6385710705656047,0.9152991773110407
GRIK2,142.4529634596787,0.013343348309106343,0.11357595183369157,0.6386269955073239,0.9153042141600252
ANKRD63,18.873564623152213,-0.009360704839083899,0.11496746206057709,0.6387635527711745,0.9153462034537715
IGLV11-55,7.646290593227486,-0.005767345131403527,0.11576286261222984,0.6387673887744332,0.9153462034537715
CCAR2,6115.034108221051,0.021130304660824023,0.10765290653127552,0.6388201499695548,0.9153462034537715
FMNL1-AS1,26.27637221763725,-0.00884855132911915,0.11510675662502694,0.6388659455965426,0.9153462034537715
PFKFB3,3038.5165665060463,-0.016706339915738836,0.11175087325771728,0.6391595372928076,0.9156270618421153
DAAM2,63.14802719098833,0.0163777969529074,0.11185890127769262,0.6391668295303039,0.9156270618421153
CADM2,169.33685187457297,0.015217808910815865,0.11263017713214749,0.6392818220683721,0.915689820294187
POLM,1099.8629634529404,-0.025234009849080575,0.09999874963049771,0.6393430691068863,0.915689820294187
CCDC120,524.9368293853883,-0.022406523404482057,0.10557696831647674,0.6393679379676658,0.915689820294187
CCNC,3413.487951610515,0.023838303199146992,0.10356609082972475,0.6395064006174956,0.9158130201216845
TMEM74B,500.55273978971536,-0.01487065774685454,0.11248514169550866,0.6396193243250874,0.9158996293877769
TLR6,19.461675460729353,-0.010487239085925472,0.11460979633387167,0.6397457206061021,0.9159355600708129
LINC01121,21.294741995812142,-0.010482789265985441,0.11461160216693277,0.639749310681618,0.9159355600708129
STIM1-AS1,8.93629957236113,-0.008179460114303448,0.11527362665748397,0.6398722324890456,0.9159566082281726
USP3,1722.4220712606866,0.0253120888505563,0.10023956596640439,0.6399181625915938,0.9159566082281726
UTP25,2054.0618288357537,-0.023937799836907022,0.1029401599376526,0.639969770598686,0.9159566082281726
PSMD12,3133.087400124115,0.022595260815868805,0.10617818504825437,0.6400103893688744,0.9159566082281726
METTL15,837.2143140932917,0.015571342410520312,0.11239696855326933,0.6400262534475716,0.9159566082281726
ZFYVE21,1774.9733079816372,0.0221673329387103,0.1062508272128749,0.6401632120839656,0.9160213243460886
NCAPD2,11166.151447115422,0.021338423100515622,0.10753543073782153,0.6401763778999091,0.9160213243460886
TEX38,8.966614657050815,-0.0069952530348146,0.11552793299459273,0.6402936686259829,0.9160594909500469
SEMA4B,919.8307100782728,0.019840391975496384,0.10903841178841998,0.6403079595755395,0.9160594909500469
MYO1G,10.166065172348349,-0.00791085042085126,0.11532921806636141,0.6405748433611878,0.9162486624678066
PIK3AP1,73.06173672566631,0.016747533576118707,0.11160789644285232,0.6405912349711198,0.9162486624678066
UBE2W,1394.0804589029183,0.02229230361632639,0.10821653581488834,0.6405975818101189,0.9162486624678066
PIWIL4,12.200437471288616,-0.008626869784015048,0.11515108086354804,0.6406520241879362,0.916251490493663
ZBTB17,1467.8405530002995,0.022310266479087678,0.1059887550252923,0.6408192859947575,0.9163857130701787
AASDHPPT,2150.7269161956096,0.020444186632243504,0.10840287989839618,0.6408689797125604,0.9163857130701787
DTL,3251.544782635731,-0.026247673230147487,0.0970556994177149,0.6410089244100119,0.9163857130701787
ATPSCKMT,1013.6431957591773,-0.022388734113197598,0.1057819693653019,0.6411017328931246,0.9163857130701787
DCUN1D3,670.7176471491531,0.023569284619430995,0.10382624737331066,0.6411228070856154,0.9163857130701787
NNMT,169.88874754295708,-0.014050196277298036,0.1130879707427722,0.6411338086792783,0.9163857130701787
NEK9,4676.456109909669,-0.026616620186879963,0.09881087539079168,0.6411692583572721,0.9163857130701787
C22orf23,69.88168964852939,-0.015929581938181503,0.11196883945905023,0.6412457310738646,0.9163857130701787
QKI,1556.1882154122222,-0.01895076904164895,0.11014015337726839,0.6412460861790126,0.9163857130701787
UPF3A,1709.7758505116726,-0.019703286772982456,0.10819134524920013,0.6412706023494419,0.9163857130701787
MYRF,1686.3222151237298,-0.023390303006218544,0.10358192433987498,0.6413664025156042,0.9164476234276314
UHRF2,2311.1433641553845,-0.013184008370247904,0.1084617381315446,0.6416161338555395,0.9167294577152207
EIF4A1P7,95.64728915592144,0.01484158908108172,0.11275243370304623,0.6417230105746901,0.9167698646532508
PLK1,4205.997859599639,0.015454622243462507,0.11241979468179468,0.6417494042250338,0.9167698646532508
CHST2,362.00282542002634,-0.020829966889394338,0.10757325068019598,0.6418929784441834,0.9167946500683511
FBXL4,1277.1894245003052,-0.01673621610917476,0.11129574688312177,0.6419333196925909,0.9167946500683511
TMEM63A,1068.8283926486392,-0.020716578573267586,0.10750706496322271,0.6419833004580218,0.9167946500683511
DUSP26,11.809910558028667,-0.009271655600806214,0.11496388094002037,0.6420444888973155,0.9167946500683511
EMC1-AS1,55.90468341847404,0.014380265281726885,0.11296790573897544,0.642124785329276,0.9167946500683511
RFC4,2124.200337671135,-0.020589870833805892,0.10769513654564543,0.6422322876742286,0.9167946500683511
ETS2,1312.4419132009957,-0.020947875350641285,0.1071323281032436,0.6422576395603634,0.9167946500683511
LOC100129203,55.209965558088534,-0.012776678689907612,0.11363990830766468,0.6422941760925656,0.9167946500683511
CCNT2,1269.3631795879421,-0.014865499482546875,0.1126426672990194,0.6423338697935101,0.9167946500683511
ZNF568,641.6636126180107,0.021085472022031964,0.10806381159615847,0.6423875574322768,0.9167946500683511
CHRNB2,551.6540630294024,0.01708516075137665,0.11130630016647734,0.6424329999548208,0.9167946500683511
PPIL2,2710.45876167178,-0.025325053396233557,0.09822064169523584,0.6424441354038404,0.9167946500683511
PITPNA,5080.8120036247155,0.020252608369053696,0.10536602813832094,0.6424922299934159,0.9167946500683511
AP5Z1,1063.4852343184891,-0.020727808597136705,0.10744066502642086,0.6425583832144157,0.9167946500683511
ZFTA,1107.8501745973279,-0.023147219703304026,0.1038372718061038,0.6427451316919277,0.9167946500683511
ZNF639,1625.6312843316227,0.0233181866629263,0.10409486026852154,0.6428566334856138,0.9167946500683511
BDNF-AS,167.00825129504273,0.01838595533710948,0.10935087771453286,0.6429410249439205,0.9167946500683511
DLGAP5,1808.7406601303144,-0.013659577416535474,0.11317680314098898,0.6431006144707037,0.9167946500683511
PCDHGA7,21.858725266459107,0.009781989370123012,0.11484546399045932,0.6431874209522348,0.9167946500683511
FBXO46,1482.4473893489394,0.020953917419933372,0.10779800039737905,0.6431878195271863,0.9167946500683511
U2AF1,432.8756739493436,0.02134366457966753,0.10699679306059362,0.643219778046006,0.9167946500683511
RBM45,411.50767213517344,-0.016881670880457524,0.11119793066125551,0.6432276631058915,0.9167946500683511
FADS1,9539.134152657907,-0.024198427791010186,0.10140691751804448,0.6432328266077596,0.9167946500683511
GGACT,483.1519750126283,0.02114452058471146,0.10760568322726673,0.6432368134678756,0.9167946500683511
MIR5695,13.23222702919098,0.009235386514329093,0.11499826667236177,0.6433923156924464,0.9167946500683511
LINC00680,662.6306489145156,0.0217280298603178,0.1064419457064724,0.643403339054317,0.9167946500683511
JMY,1873.5673858156788,-0.017670846335350186,0.11021393175369432,0.643410821244927,0.9167946500683511
HSPA13,2320.0945069345107,-0.018572372949232994,0.10967545205730828,0.6434561285785946,0.9167946500683511
DCAF8,4311.951126314667,0.024285616551088133,0.10195005927726541,0.6435087909201898,0.9167946500683511
PPHLN1,4701.975727520136,-0.021686531024145216,0.10588156007844855,0.6435418757921191,0.9167946500683511
CHML,1118.2431218900767,-0.010046590235964804,0.11467336703224759,0.6435620197786847,0.9167946500683511
SMIM12,1498.2505273180711,0.020092357492134803,0.11089976119119706,0.6435988293905998,0.9167946500683511
ZNF665,212.44937422460077,-0.020730109602588122,0.10751385602934908,0.643617837371272,0.9167946500683511
NAB2,959.6585227432488,0.02303105626289237,0.10436313174269146,0.6437233341393132,0.9167946500683511
ANK1,129.01227070957506,-0.01699558330873172,0.11110382871054487,0.6437712712493234,0.9167946500683511
KCTD2,1518.474149389731,0.01939683036469074,0.10921669316596566,0.6439765180318375,0.9167946500683511
H3C1,10.980356669987549,-0.00577793362391442,0.11573895489905553,0.6440918962207257,0.9167946500683511
SNCA,62.3200621700696,0.013210458711040075,0.11351474458915378,0.6441049172870956,0.9167946500683511
HOOK1,3181.661268828031,-0.015625854527754755,0.11211506932102305,0.644126638387567,0.9167946500683511
NPIPA6,159.01980852811877,-0.013852129597396344,0.11309771925360974,0.6441470009428526,0.9167946500683511
PCMTD1-DT,525.582174374569,-0.02354119764022756,0.1031810818843026,0.6441978344590129,0.9167946500683511
OXTR,118.34134830589296,-0.011092735670738152,0.1143155111996479,0.6443965280857749,0.9167946500683511
STRCP1,13.691089340374303,0.009586294364057347,0.11487924417252117,0.6445104192413265,0.9167946500683511
RBFA,1257.433496413612,0.02247584675897932,0.10284374667462116,0.644541119001568,0.9167946500683511
NOXA1,350.718016914014,0.01841427660947306,0.11009225807925355,0.6445439513865129,0.9167946500683511
ARPIN,3663.0611258238528,-0.0247913484718901,0.10034421984465683,0.6445497971258307,0.9167946500683511
SHPK,82.73740228239292,-0.01816046870617852,0.10983706828778608,0.64455498567914,0.9167946500683511
ZNF514,487.68051029863346,0.022449491942004643,0.10523827223779143,0.6446549384742917,0.9167946500683511
SGSM2,2938.4125872812706,-0.021529558860401653,0.10651002119540465,0.6446591920041407,0.9167946500683511
GOT1,4534.445084896445,0.017395023506486963,0.11067005461551674,0.6447896575555517,0.9167946500683511
VAC14,1179.2267305918656,-0.021377243073746385,0.1062722639145309,0.6448313401554249,0.9167946500683511
CFAP52,118.18161178683347,-0.01644850149295932,0.11145483574940215,0.6448523251198344,0.9167946500683511
PLSCR1,478.9849740554714,0.022060130188158007,0.10568922290066796,0.6448919252159786,0.9167946500683511
UBA5,3169.079683477176,-0.01406286677627256,0.11144376815937028,0.6450349969054687,0.9167946500683511
IRS1,1633.5751804937884,-0.01796277775185686,0.11023288448559197,0.6450448151321105,0.9167946500683511
WASHC1,489.87810128607083,0.021597785825321507,0.10646438095398097,0.6450645934648209,0.9167946500683511
PRKD2,628.9989359283121,0.02158669615241019,0.10636423749394779,0.645075381745376,0.9167946500683511
ZDHHC11B,161.88888899258612,-0.01283795362044821,0.11361938358300123,0.6451319380013458,0.9167946500683511
TCF12-DT,11.981045802390815,0.009336133042662393,0.11496353588065492,0.6451388008503981,0.9167946500683511
MRPL33,2071.7800635882754,0.01933477409425489,0.10964631386878167,0.6451529776288811,0.9167946500683511
RN7SL81P,33.710120816585274,-0.011932469135913972,0.11396601736137435,0.645160009868568,0.9167946500683511
TFIP11-DT,279.8625881415079,0.021327935149836323,0.10680221272620333,0.6452024301668473,0.9167946500683511
LOC101928525,39.76403461350231,0.012664305182119598,0.11372475902951763,0.6452321839220534,0.9167946500683511
ATP6V1C1,2683.139659843698,-0.01968046270139134,0.10847947772957349,0.6452623907691203,0.9167946500683511
LINC01431,21.245732352234075,-0.011553493543908128,0.11410866831278302,0.6453616530635669,0.9167946500683511
ZYG11B,1883.9725544691498,-0.02338362894660603,0.10253082428450681,0.6455860140018643,0.9167946500683511
LINC02367,248.90720589640478,-0.01610948974260429,0.11165140499284548,0.64566648390506165,0.9167946500683511
NPFF,118.87020425422115,0.015125029757653756,0.11244202357853654,0.6456964822980347,0.9167946500683511
MIR570,75.60033809560635,0.01655566843318379,0.11145392939524723,0.6457729002950429,0.9167946500683511
SNHG21,107.49056923141636,-0.013943838903813918,0.11298854146422518,0.6457961583403875,0.9167946500683511
SLITRK6,346.46378801826626,-0.010447684759496242,0.11450688879480525,0.6458710260948703,0.9167946500683511
RGPD8,282.314534308717,-0.01287593905201981,0.11350701449053609,0.6458924583276626,0.9167946500683511
ANTXR2,357.13217690856897,-0.017013572742923453,0.1109512087892279,0.645906499651365,0.9167946500683511
MUL1,1038.4477995888212,0.015421852998766583,0.11144186447872986,0.6459670834195539,0.9167946500683511
LOC101929657,16.124732245323404,-0.01033547681424175,0.11456267232181297,0.6460325479984371,0.9167946500683511
ESRP1,5522.5127135256225,-0.014905222341380801,0.09987276540054982,0.6460449060057774,0.9167946500683511
SRGAP2,2295.0961246153547,-0.02462249960358509,0.09984137556299255,0.64617023593686,0.9167946500683511
PPIL4,1357.4807222080299,-0.014376455616086779,0.11288991112560122,0.6461762712575403,0.9167946500683511
KBTBD6,1603.0687081550889,0.02380268149004155,0.10149544782605176,0.6461998591071105,0.9167946500683511
GLB1,1377.4161709696973,0.019771520904533952,0.10886270636563075,0.6462712482857338,0.9167946500683511
GXYLT2,65.78302882116387,-0.012954630446853983,0.11346788790222372,0.6463479457389623,0.9167946500683511
GGA2,4256.182457202324,0.0258347540309049,0.09638806925285621,0.6464582395705698,0.9167946500683511
GSTCD-AS1,17.116359399915826,-0.010414499384695632,0.11452888808211234,0.646500628481451,0.9167946500683511
LOC100289230,141.51093678257436,-0.013360836786468848,0.11326773046412947,0.6465957568529737,0.9167946500683511
FES,136.52814260983686,0.01917874435723595,0.10920618702627867,0.6466893660884885,0.9167946500683511
DNAH10,33.35969091225088,-0.011867417877135309,0.11397641339688899,0.6467190688964211,0.9167946500683511
DSCAM,165.29174134182256,0.017383830816060885,0.11084168252580764,0.6467362284051958,0.9167946500683511
COL13A1,21.482654034064822,-0.010265301841964143,0.11458368069953276,0.646740549699067,0.9167946500683511
CLDN3,3097.8370664965314,0.016834171763261484,0.11134530323445879,0.646766176792255,0.9167946500683511
DENND2B,781.8216614990479,-0.021324414299440028,0.10451778046366192,0.6467906341614511,0.9167946500683511
SNX6,2625.050351036983,0.023264900261114857,0.10355054439833508,0.6468008204094013,0.9167946500683511
H2AZ2,18965.601282906788,0.02037551780751347,0.09815669676020011,0.6469008838907848,0.9167946500683511
CLN3,90.83373448883144,0.015715061673090287,0.1119963691359783,0.6470087897961829,0.9167946500683511
FBF1,564.8014497700557,-0.022745673964828916,0.10396446328515939,0.6470864946644139,0.9167946500683511
CERS2,4779.183656319638,0.019380623689397785,0.10898874254063341,0.6471691139918887,0.9167946500683511
PCDHGB6,33.96905165355813,0.01193044659542309,0.11401139260075423,0.6471880233918101,0.9167946500683511
SCAMP1,3845.217525703067,-0.014618706371402734,0.1127019171777557,0.6472407727084899,0.9167946500683511
CCDC150,265.56338529159484,-0.012254689557847783,0.11376996019710035,0.6472807724317359,0.9167946500683511
GLT8D2,38.51301503981093,0.01092474491247959,0.11440238227636003,0.6473354950026875,0.9167946500683511
SAP18P3,7.879884949234255,-0.004746692529501641,0.11588592379174972,0.6474067280241846,0.9167946500683511
NFX1,4103.973779425566,-0.023337354003719873,0.09833481636603156,0.6474091624995474,0.9167946500683511
USP14,6019.338010379034,-0.021789780420116575,0.10532778700988518,0.6474919504927454,0.9167946500683511
IL16,7.9817302588399786,0.006658943054233816,0.11558544693489729,0.6475795009668792,0.9167946500683511
CALR,60896.23769492491,0.017340217880743764,0.1109327900773872,0.6475950991492521,0.9167946500683511
PITPNM1,1790.564721626847,-0.020819056789829034,0.1077622426608917,0.6476033159165908,0.9167946500683511
STT3B,9555.880210173873,-0.024421454803056575,0.09995016659754966,0.6477397015413324,0.9167946500683511
PARP16,595.0524263081119,-0.023853642217485184,0.10089753948199916,0.647746035266477,0.9167946500683511
CDR2L,702.6681378228459,0.016081637414193696,0.11165479465680372,0.6477511111479775,0.9167946500683511
THBS3-AS1,79.00156237126515,-0.011867090267220924,0.11394180678865476,0.6477696794973611,0.9167946500683511
ATPAF2,924.5415654012567,0.019719678275326655,0.1086600390630945,0.6478196937893513,0.9167946500683511
EIF2A,4541.095106276883,0.01588101492473581,0.1119521378774439,0.6478667058481142,0.9167946500683511
PPEF1,10.892186814333561,0.0077319951864240335,0.11534411787813349,0.6479234679701522,0.9167946500683511
JRK,1956.254841195195,-0.022903473071040664,0.1025448183764637,0.647944833574408,0.9167946500683511
CDH15,13.22962767747064,-0.007723734728480459,0.1153092491686518,0.6479879212229529,0.9167946500683511
BACE1,1372.8976710473598,-0.02514315092078827,0.09777875015379206,0.6480182517075344,0.9167946500683511
NOL12,268.38208897556,-0.022014341629529824,0.1044428692106689,0.6481429884800889,0.9167946500683511
TMEM79,609.0896582378847,0.020238263095869093,0.10746456029924233,0.648158823822505,0.9167946500683511
NODAL,13.699310765028399,-0.009904476760502066,0.11468705637916433,0.6481773738716299,0.9167946500683511
HOXC4,216.0624647925487,0.017666979783082286,0.1106731878555698,0.6482269666722658,0.9167946500683511
NKX3-1,41623.194843731646,0.027539868301533856,0.10161844657181819,0.648261568186928,0.9167946500683511
FOXJ2,2013.9915054770624,0.019426687272405572,0.10774425983502066,0.648276519641261,0.9167946500683511
NRN1,4229.974278460743,0.01624653991524102,0.11057839551591275,0.6482847724427334,0.9167946500683511
PTPRH,131.0423405471334,0.018311129578342588,0.11037170194779988,0.6482870475389599,0.9167946500683511
DNAJC21,2194.4247942507072,-0.016937253830018935,0.11038774604618234,0.6482953978474166,0.9167946500683511
OFD1,1348.9952934281248,-0.012057188475516435,0.11383228335324057,0.6483287865520005,0.9167946500683511
ZNF548,699.9244624385625,-0.020630028345346527,0.10674377419394764,0.6484550961677322,0.9168862149803552
CCDC121,260.1355729990625,0.01545004168455037,0.11250734513306189,0.6484985414244931,0.9168862149803552
SLC30A10,28.526004882366664,-0.009618130091787693,0.11479423198980356,0.6485831832173841,0.9169316531780454
TICAM2,15.289646711429148,-0.00509202054958792,0.11583022306250544,0.6487109895099652,0.9169717761498593
APP,4744.330858557293,-0.023277411163233206,0.10167443498084036,0.6487165766337328,0.9169717761498593
CYBB,33.450745442527015,0.013590029470933256,0.11318937785305579,0.6490262789718364,0.9171769565596835
ALG13,1655.6334081258383,-0.0159340233162121,0.11125781688270214,0.6490557824829655,0.9171769565596835
FHOD1,627.4459943467366,0.021973794356188254,0.10547372636411653,0.649225500473958,0.9171769565596835
SNRPCP7,25.284081127543526,-0.009417254638729416,0.11482123489135265,0.649289086955865,0.9171769565596835
SGTB,209.3464054219033,-0.014336061410590436,0.11259470990798412,0.6493614457342507,0.9171769565596835
PPP1R10,3111.2602949114607,0.022721938666672926,0.10415742738920934,0.6493796457190997,0.9171769565596835
LOC112267992,150.73901686403363,0.017589639282117785,0.11051553325406367,0.6493815885883031,0.9171769565596835
SAMD10,521.1712988401802,0.021865277097003057,0.10558298583789533,0.6493906274979592,0.9171769565596835
CLCN3,2795.6733193299874,-0.0217922949390004,0.10504654126395403,0.6493961780972779,0.9171769565596835
SEMA6B,18.105805995963323,-0.010447966817157425,0.11448212210820594,0.6494055724822507,0.9171769565596835
ACVRL1,12.621829508554983,-0.006221242229698342,0.1156307046449624,0.6494394322501744,0.9171769565596835
RAB9A,409.4767414966149,0.01974414432161147,0.10839614043605801,0.6495630444485062,0.917223360339235
HERC2P2,194.87832680346514,0.01295378029091299,0.11350861097331819,0.649753098145136,0.917223360339235
EEF1A1P10,33.200263973185606,-0.012525918769187952,0.11358488679132364,0.6497631142526309,0.917223360339235
TRIM3,3475.8826325887735,-0.022004744852946467,0.10483909229956921,0.649790674614447,0.917223360339235
SLFN5,28.947220950982825,-0.010388146739531425,0.11449499016094537,0.6497978517489094,0.917223360339235
ARIH1,3379.525003616551,-0.021666550073974895,0.10409538809321324,0.6498589929864289,0.917223360339235
RHOF,275.9216414325049,-0.018974207283691348,0.10894498805155232,0.6498881261306702,0.917223360339235
SLC9A8,870.6206995915967,-0.02347850465429571,0.10191123816521734,0.649894043100147,0.917223360339235
RANGAP1,8183.362891981543,0.017609550860323422,0.11073250881748997,0.6500553719341093,0.917223360339235
SLC37A1,561.1587698966393,0.021253580133955098,0.10641813892469111,0.6500627785521528,0.917223360339235
PTPRE,76.02215324947147,0.011718673343205801,0.11404817234908933,0.6500976959624003,0.917223360339235
VLDLR,693.4800695548766,-0.016340102401888372,0.11148370755925971,0.6501025397548701,0.917223360339235
RCOR2,749.8078250363413,0.020068555709476955,0.10801235444081149,0.6503952309510823,0.9174797809653016
SCFD2,715.4635976414717,0.01951538185523796,0.10864383207967196,0.6504300670240935,0.9174797809653016
WASH3P,245.2192116619466,-0.01931155989770951,0.1085538369618284,0.6504509282348772,0.9174797809653016
PLCD1,96.6903268537017,-0.017781287877068425,0.11010719765535112,0.6504944255561363,0.9174797809653016
TRAF3IP1,958.9371264620876,-0.021818376236824453,0.10526389366555608,0.6507385565861876,0.9177499921037858
PARP6,38.19554303252724,0.012748752539942634,0.11355744448673541,0.6508307982444915,0.9178059641910368
CLDN15,691.2523610280596,-0.022690240967965125,0.10348502902954715,0.6508954621974954,0.9178225104695308
LOC100129774,24.39922793496955,-0.011540283404104757,0.11402196592438468,0.6509707858697203,0.9178225104695308
PLCG1,2850.9039659105542,0.024742945503633408,0.09942686913627154,0.6510033710172025,0.9178225104695308
TTLL7,463.7306604097392,-0.01105451275025391,0.1141890507044483,0.6510527519294862,0.9178225104695308
H3-3A,1075.4644592034606,-0.015733693172496475,0.11110175965544411,0.651246645457348,0.9180046089766795
GRHL1,211.1407598004157,0.02040688559684195,0.10742931646345348,0.65129680795223,0.9180046089766795
SSR1,7905.585463627643,-0.024145004094005745,0.09676848904888491,0.651360703224258,0.9180046089766795
ACMSD,10.339984819836955,-0.006007651053557873,0.11566259282787786,0.6513921847479965,0.9180046089766795
ENPP7P4,18.261496825272538,-0.008366873452648799,0.11511401420738379,0.6515546673273216,0.918090528040929
TCIM,184.99021857718765,-0.015283284517328974,0.11195512522611205,0.6515582916021114,0.918090528040929
KIN,656.1802764388634,-0.017874685256845258,0.10984299818575416,0.6516189566124801,0.918101932898778
NEURL4,1732.5110179223311,-0.026444139241345196,0.10216847599567457,0.6517203189924716,0.9181706720623205
COL17A1,6.9565646720295975,-0.006599293316892226,0.11554910738560761,0.6518321734150385,0.9181860399655788
DUSP1,1457.5960853045708,0.01938305057398159,0.10876920520406103,0.6518363790364892,0.9181860399655788
CEP63,657.4822698753125,-0.013682213800189427,0.11283429714265204,0.6519196176225003,0.918228936784384
PHF14,2620.1742753473486,-0.013862081318959432,0.11288304690029612,0.6520081873474902,0.918228936784384
ENPP1,449.12170811043757,-0.023359887526664843,0.10425325115624692,0.6521259119995939,0.918228936784384
ORC4,775.8348421029895,0.01855242633217203,0.10946293792085579,0.6522044780861349,0.918228936784384
AGGF1,1248.8839973719794,0.015301022971963714,0.11241516362872253,0.6522970248455748,0.918228936784384
PSME3,6570.162268179941,0.020212512187234542,0.11109424170774758,0.6523033751981785,0.918228936784384
HSPD1P5,20.520980377715684,-0.009249688919524551,0.11483442190321787,0.652305999108908,0.918228936784384
LPIN2,569.84884817659065,-0.017285844299666443,0.11038261893897365,0.6524085617707192,0.918228936784384
GYG2P1,56.18104586579501,0.01562057026976676,0.11186579499191067,0.6524216908485517,0.918228936784384
RASSF8,413.834291317908,0.013625810415053853,0.11310499116426607,0.652459828567133,0.918228936784384
TMA7B,11.332572896638979,0.008150707224400177,0.11519801772434855,0.652509007635931,0.918228936784384
LCLAT1,1363.7448245405292,-0.024770812096295745,0.09767186712691919,0.6525601950411114,0.918228936784384
DHX15,12779.25723845975,-0.023187297405549884,0.10115719192092988,0.6525815013898235,0.918228936784384
ZNF865,709.6694586422744,-0.018032829812833998,0.10970630608967118,0.6526029296477196,0.918228936784384
VPS37A,1424.1761311581424,-0.02091467911340709,0.10560437654364703,0.6527492558172221,0.918255986583621
TRNT1,1660.1254706016932,-0.01591470378448599,0.11132566914011831,0.6527583307062537,0.918255986583621
GAB1,390.7194181550433,-0.014361694113310163,0.11257409640671948,0.6528178876524149,0.918255986583621
SLC4A1AP,1228.0255735380254,-0.02008180139999819,0.10710118570344429,0.6528324741996242,0.918255986583621
PIP5KL1,83.24096508050071,-0.017911800093137205,0.10980772558078238,0.6529631658329653,0.9183658474757918
SNX29,421.4187921811135,-0.018327757995583973,0.10936739739790054,0.6530936313798352,0.9184090567886979
APBB3,421.846306090317,-0.017702168730474768,0.11001513180036528,0.6531579929187147,0.9184090567886979
ZRSR2,420.7807061884178,0.018060873516261827,0.10984968362547876,0.6531827372960956,0.9184090567886979
ATP5MGL,8.329878973145098,-0.007689053033541507,0.1152779670514141,0.6533736541153389,0.9184090567886979
